,countryCode,fullname,traderId,stockSymbol,stockName,tradeId,price,volume,tradeDatetime
188,BT,Allison Davis,TzqyQTQjZGeLZuJqlLaQ,TSLA,Tesla,i0-6476562J,2094.66,159.0,2020-02-19 04:18:44
189,LA,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,P5-3185755V,1626.39,66.0,2020-02-19 10:02:02
190,GT,Holly Simmons,puCpymcjBdurvfVyRYry,TSLA,Tesla,P3-9907500x,2384.31477856,167.0,2020-02-19 11:07:23
191,JP,Christine Baldwin,vDAqsRnDaMrcomXsosXG,AMZN,Amazon,r8-6474936t,1766.0,148.88715083798883,2020-02-19 18:13:34
192,TN,Tony Hoffman,vHakrmHtTDvuKvIcxniB,TSLA,Tesla,q5-2182358H,2380.1,286.0,2020-02-20 04:26:19
193,LC,Erin Grant,HToYfSueoxPSgBHsToac,AMZN,Amazon,w6-2467164R,2221.1,147.0,2020-02-20 05:10:50
194,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,v2-9982929F,1501.201,52.0,2020-02-20 06:57:53
195,NG,Crystal Garcia,goRcbvzSLJhZvFucyhbG,TSLA,Tesla,e6-5954454q,1992.9433722744286,29.0,2020-02-20 07:21:01
196,TV,Vanessa Green,MUVGtYHdeMdauAxzEJvt,FB,Facebook,I5-3573418c,2121.744,187.0,2020-02-20 20:48:46
197,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,e8-4106862C,1859.80445,151.0,2020-02-21 10:41:51
198,KP,Tonya Hernandez,wsdSKUxJgukcXlhktChZ,TSLA,Tesla,k1-4297970p,2045.0,8.0,2020-02-21 12:49:30
199,TN,Tony Hoffman,vHakrmHtTDvuKvIcxniB,AMZN,Amazon,Z0-494338r,1901.210337,77.0,2020-02-21 14:13:00
200,LC,Erin Grant,HToYfSueoxPSgBHsToac,FB,Facebook,L6-661439X,1639.0,109.0,2020-02-21 18:01:23
201,UZ,Brandi Robbins,JTzVqzzIkFlrYUQbhnOR,TSLA,Tesla,k6-8373639M,2401.336,140.0,2020-02-21 19:34:38
202,GD,Kyle Blair,RNvnAvOpyEVAoNGnVZQU,TSLA,Tesla,U5-2644371W,1992.9433722744286,38.0,2020-02-21 19:51:06
203,JP,Christine Baldwin,vDAqsRnDaMrcomXsosXG,AMZN,Amazon,X0-3251027R,1669.384,50.0,2020-02-22 03:11:54
204,KZ,Vicki Burgess,deTclcaRrihIYAUADJPN,FB,Facebook,v4-6003325B,2250.34,148.88715083798883,2020-02-22 16:53:38
205,LA,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,a6-2392233Q,1799.858478,148.88715083798883,2020-02-22 23:01:29
206,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,h6-8517398v,1760.5,299.0,2020-02-23 03:53:53
207,LC,Erin Grant,HToYfSueoxPSgBHsToac,TSLA,Tesla,y5-8254062D,2313.0,152.0,2020-02-23 10:43:51
208,GD,Kyle Blair,RNvnAvOpyEVAoNGnVZQU,TSLA,Tesla,X8-0786150M,2397.1,194.0,2020-02-23 18:42:58
209,NG,Crystal Garcia,goRcbvzSLJhZvFucyhbG,TSLA,Tesla,D6-4596080g,2425.76,147.0,2020-02-23 20:38:06
210,JP,Christine Baldwin,vDAqsRnDaMrcomXsosXG,TSLA,Tesla,X9-2405395q,2256.74872887446,10.0,2020-02-24 02:44:32
211,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,r1-5799519s,1758.207,241.0,2020-02-24 04:05:10
212,GD,Kyle Blair,RNvnAvOpyEVAoNGnVZQU,TSLA,Tesla,z4-3157251o,1585.26847,147.0,2020-02-24 05:23:12
213,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,h8-1559669s,1992.9433722744286,65.0,2020-02-25 06:09:45
214,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,a6-5588227c,1948.0,186.0,2020-02-25 08:42:49
215,LC,Erin Grant,HToYfSueoxPSgBHsToac,AMZN,Amazon,B9-1559966g,1992.9433722744286,149.0,2020-02-25 19:40:48
216,MK,Scott Thompson,sjAcfZksMRViIYdJRrnF,AMZN,Amazon,k1-4297970p,2200.2,187.0,2020-02-25 22:12:43
217,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,Z9-062220k,1628.0,248.0,2020-02-26 09:16:30
218,SZ,Blake Martin,WVcMKILUHtBkEahrPLrG,AMZN,Amazon,K1-8323660w,2302.96,38.0,2020-02-26 17:39:50
219,LC,Erin Grant,HToYfSueoxPSgBHsToac,FB,Facebook,m2-0162188W,1992.9433722744286,265.0,2020-02-27 08:53:14
220,KZ,Vicki Burgess,deTclcaRrihIYAUADJPN,TSLA,Tesla,C1-2646452e,2343.0,128.0,2020-02-27 10:13:37
221,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,r5-7398789L,2304.0,148.88715083798883,2020-02-27 12:45:23
222,BT,Allison Davis,TzqyQTQjZGeLZuJqlLaQ,TSLA,Tesla,E1-2088610s,2142.42976487715,174.0,2020-02-28 00:26:50
223,NZ,Caitlyn Cruz,jDmYPxeqAWfCKCQCYFEx,TSLA,Tesla,r7-5621727B,1833.6989741,280.0,2020-02-28 03:27:16
224,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,M9-9312124h,1737.9,148.88715083798883,2020-02-28 08:19:10
225,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,I0-3827464t,1548.17691305148,34.0,2020-02-29 07:18:17
226,KZ,Vicki Burgess,deTclcaRrihIYAUADJPN,TSLA,Tesla,k5-729781m,2056.5,253.0,2020-02-29 20:15:21
227,MK,Scott Thompson,sjAcfZksMRViIYdJRrnF,AMZN,Amazon,F0-4606780P,2403.19,175.0,2020-02-29 21:32:35
228,KM,John Nguyen,JyfwFVYySnPCaLuQIazT,TSLA,Tesla,D5-9116344l,2449.38361,75.0,2020-03-01 02:51:11
229,KP,Tonya Hernandez,wsdSKUxJgukcXlhktChZ,FB,Facebook,k1-4297970p,2066.64,31.0,2020-03-01 03:20:13
230,RO,Lisa Brown,kBFQzPuESPIajAndSXpv,FB,Facebook,u5-6673060C,2475.46228,244.0,2020-03-01 07:06:24
231,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,C9-9477070z,1955.67,197.0,2020-03-01 19:04:34
232,MK,Scott Thompson,sjAcfZksMRViIYdJRrnF,TSLA,Tesla,T4-6544523P,1635.54,51.0,2020-03-01 19:54:38
233,CV,April Floyd,stOzTFyGrgJGPgVPVTJQ,AMZN,Amazon,U4-5879542o,1992.9433722744286,95.0,2020-03-01 20:03:52
234,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,A6-143716I,1504.208836,244.0,2020-03-01 20:07:05
235,BT,Allison Davis,TzqyQTQjZGeLZuJqlLaQ,AMZN,Amazon,X1-9202772E,1989.0,115.0,2020-03-02 01:57:51
236,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,n9-3768472A,1966.12,300.0,2020-03-02 05:50:53
237,TV,Vanessa Green,MUVGtYHdeMdauAxzEJvt,AMZN,Amazon,X7-16571H,2375.0,34.0,2020-03-02 06:51:41
238,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,V5-7089228y,1892.8827634,82.0,2020-03-02 09:17:25
239,JP,Christine Baldwin,vDAqsRnDaMrcomXsosXG,FB,Facebook,C7-1736950T,1547.478049606,48.0,2020-03-02 12:44:13
240,KM,John Nguyen,JyfwFVYySnPCaLuQIazT,AMZN,Amazon,l0-4986472d,1785.4415,69.0,2020-03-02 13:56:36
241,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,M4-2406899I,2260.391,170.0,2020-03-02 17:34:13
242,KP,Tonya Hernandez,wsdSKUxJgukcXlhktChZ,AMZN,Amazon,L5-273273A,2374.0,148.88715083798883,2020-03-02 23:21:33
243,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,s1-6072755w,1726.63857,74.0,2020-03-03 02:24:58
244,NG,Crystal Garcia,goRcbvzSLJhZvFucyhbG,AMZN,Amazon,L0-7442203a,2199.77299,68.0,2020-03-03 10:07:07
245,KM,John Nguyen,JyfwFVYySnPCaLuQIazT,FB,Facebook,Y6-508292R,1889.0,261.0,2020-03-03 12:01:47
246,MK,Scott Thompson,sjAcfZksMRViIYdJRrnF,FB,Facebook,m0-817742W,1912.0,57.0,2020-03-03 14:02:36
247,LC,Erin Grant,HToYfSueoxPSgBHsToac,TSLA,Tesla,S5-2258729R,1570.2703,98.0,2020-03-03 14:48:49
248,BT,Allison Davis,TzqyQTQjZGeLZuJqlLaQ,AMZN,Amazon,T7-8035859X,1992.9433722744286,211.0,2020-03-03 15:57:45
249,NG,Crystal Garcia,goRcbvzSLJhZvFucyhbG,TSLA,Tesla,S9-7376880e,2151.0,42.0,2020-03-03 22:17:47
250,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,C9-4345777I,1992.9433722744286,162.0,2020-03-05 00:00:22
251,NZ,Brittany Herring,pjjFIyeNTWRUWCuKoQSU,FB,Facebook,G7-906822Q,2325.0,59.0,2020-03-05 06:06:45
252,JP,Christine Baldwin,vDAqsRnDaMrcomXsosXG,TSLA,Tesla,z0-6229461R,1849.7,299.0,2020-03-05 08:29:23
253,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,s4-5233936O,1930.5954,148.88715083798883,2020-03-05 09:53:19
254,NG,Crystal Garcia,goRcbvzSLJhZvFucyhbG,AMZN,Amazon,h2-2017940Q,1682.592,170.0,2020-03-05 16:18:41
255,UZ,Brandi Robbins,JTzVqzzIkFlrYUQbhnOR,FB,Facebook,f5-0864927C,2469.263512,221.0,2020-03-05 17:51:24
256,LA,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,B4-4755184W,2261.5105494,83.0,2020-03-05 20:48:50
257,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,k1-4297970p,1743.72,90.0,2020-03-06 16:25:05
258,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,n0-0028280x,2025.9,34.0,2020-03-06 21:51:14
259,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,A9-1428767P,2427.0,163.0,2020-03-07 00:58:03
260,BT,Allison Davis,TzqyQTQjZGeLZuJqlLaQ,FB,Facebook,X8-4017525j,1747.6952,145.0,2020-03-07 05:11:35
261,GD,Kyle Blair,RNvnAvOpyEVAoNGnVZQU,TSLA,Tesla,Q1-8303325T,2159.687,277.0,2020-03-07 15:14:54
262,LA,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,G0-5122706t,2121.0,280.0,2020-03-07 22:12:42
263,GT,Holly Simmons,puCpymcjBdurvfVyRYry,TSLA,Tesla,E7-7624847w,2206.8652,257.0,2020-03-08 02:04:50
264,KP,Tonya Hernandez,wsdSKUxJgukcXlhktChZ,FB,Facebook,y0-199287Q,1851.998,223.0,2020-03-08 04:40:12
265,LA,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,F0-9363265B,1999.695,284.0,2020-03-08 09:43:52
266,KM,John Nguyen,JyfwFVYySnPCaLuQIazT,TSLA,Tesla,R9-4233075x,1992.9433722744286,126.0,2020-03-08 15:12:30
267,UZ,Brandi Robbins,JTzVqzzIkFlrYUQbhnOR,FB,Facebook,c0-2791917r,2485.0,82.0,2020-03-08 16:34:31
268,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,E2-8153039M,2308.4,102.0,2020-03-08 17:32:43
269,LC,Erin Grant,HToYfSueoxPSgBHsToac,FB,Facebook,m3-5832051Z,2401.0,191.0,2020-03-08 18:40:27
270,LC,Erin Grant,HToYfSueoxPSgBHsToac,FB,Facebook,m5-2802013B,2220.0,188.0,2020-03-08 19:49:36
271,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,u5-5967789s,1627.4269,80.0,2020-03-08 21:08:06
272,RU,Jordan Walker,BJbHFDutYbbXjgkPWbwf,AMZN,Amazon,T5-3326666V,1729.0,145.0,2020-03-08 21:48:27
273,RU,Jordan Walker,BJbHFDutYbbXjgkPWbwf,AMZN,Amazon,m4-4313402g,2378.77419577,153.0,2020-03-09 03:24:32
274,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,Q9-3024575Y,1992.9433722744286,136.0,2020-03-09 05:29:10
275,GD,Kyle Blair,RNvnAvOpyEVAoNGnVZQU,TSLA,Tesla,n3-8063788t,1734.2319,219.0,2020-03-09 06:04:13
276,LA,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,d0-9422853b,2369.497,230.0,2020-03-09 06:48:59
277,MK,Scott Thompson,sjAcfZksMRViIYdJRrnF,AMZN,Amazon,m4-2741997s,2228.0,137.0,2020-03-09 07:22:10
278,LA,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,G2-4584369o,2365.97632,69.0,2020-03-10 15:59:07
279,LC,Erin Grant,HToYfSueoxPSgBHsToac,FB,Facebook,h7-9419784K,1668.5,148.88715083798883,2020-03-10 16:02:12
280,GD,Kyle Blair,RNvnAvOpyEVAoNGnVZQU,FB,Facebook,k7-0859907R,1779.984506903761,148.88715083798883,2020-03-10 19:27:08
281,KP,Tonya Hernandez,wsdSKUxJgukcXlhktChZ,TSLA,Tesla,I1-0542266W,2089.93065,148.88715083798883,2020-03-10 19:54:43
282,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,k1-4297970p,1804.89,148.88715083798883,2020-03-11 02:05:53
283,GD,Kyle Blair,RNvnAvOpyEVAoNGnVZQU,FB,Facebook,R0-0924385a,1712.1,191.0,2020-03-11 09:56:14
284,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,u0-4739270r,2121.485,148.88715083798883,2020-03-11 12:19:36
285,LC,Erin Grant,HToYfSueoxPSgBHsToac,AMZN,Amazon,v2-5667739C,1550.5883942204,177.0,2020-03-11 16:35:08
286,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,z6-5864204H,1522.17,197.0,2020-03-12 00:51:51
287,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,L2-1806916G,2495.1233545512496,32.0,2020-03-12 10:44:10
288,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,S4-7654109G,1518.8401,249.0,2020-03-12 14:15:47
289,RU,Jordan Walker,BJbHFDutYbbXjgkPWbwf,TSLA,Tesla,G4-7091471J,2461.0,13.0,2020-03-12 14:29:34
290,KM,John Nguyen,JyfwFVYySnPCaLuQIazT,TSLA,Tesla,Q1-9854168y,1964.0,42.0,2020-03-12 16:52:44
291,KZ,Vicki Burgess,deTclcaRrihIYAUADJPN,AMZN,Amazon,j3-8758429Q,1554.962,243.0,2020-03-12 19:42:37
292,CV,April Floyd,stOzTFyGrgJGPgVPVTJQ,AMZN,Amazon,s8-5683600P,1741.3558087,19.0,2020-03-12 20:42:36
293,JP,Christine Baldwin,vDAqsRnDaMrcomXsosXG,FB,Facebook,t0-8035327q,1992.9433722744286,269.0,2020-03-12 20:52:28
294,CV,April Floyd,stOzTFyGrgJGPgVPVTJQ,AMZN,Amazon,V4-0994422X,1755.64361,134.0,2020-03-12 22:35:54
295,GD,Kyle Blair,RNvnAvOpyEVAoNGnVZQU,FB,Facebook,e7-877223u,2461.86351,67.0,2020-03-12 22:39:28
296,LA,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,k1-4297970p,1980.83,42.0,2020-03-13 02:27:57
297,GD,Kyle Blair,RNvnAvOpyEVAoNGnVZQU,AMZN,Amazon,b6-515151H,1803.4392,36.0,2020-03-13 02:50:33
298,NG,Crystal Garcia,goRcbvzSLJhZvFucyhbG,FB,Facebook,Y5-355293v,1871.433243993425,96.0,2020-03-13 09:37:03
299,SZ,Blake Martin,WVcMKILUHtBkEahrPLrG,AMZN,Amazon,M6-0377915W,1697.8,162.0,2020-03-13 10:57:36
300,RU,Jordan Walker,BJbHFDutYbbXjgkPWbwf,FB,Facebook,S9-6969450H,1722.0,4.0,2020-03-14 01:57:37
301,JP,Christine Baldwin,vDAqsRnDaMrcomXsosXG,TSLA,Tesla,E8-0822170o,1562.49038892,148.88715083798883,2020-03-14 02:47:19
302,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,q7-7099942j,1781.0,130.0,2020-03-14 03:42:24
303,SZ,Blake Martin,WVcMKILUHtBkEahrPLrG,FB,Facebook,K3-3481238x,2173.4,122.0,2020-03-14 06:27:39
304,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,k1-4297970p,1994.0,123.0,2020-03-14 06:50:31
305,GD,Kyle Blair,RNvnAvOpyEVAoNGnVZQU,FB,Facebook,l5-6405440z,1992.9433722744286,197.0,2020-03-14 07:12:47
306,SZ,Blake Martin,WVcMKILUHtBkEahrPLrG,FB,Facebook,l9-8392058v,1992.9433722744286,83.0,2020-03-14 09:19:43
307,KM,John Nguyen,JyfwFVYySnPCaLuQIazT,AMZN,Amazon,Y8-0102077f,2037.9,236.0,2020-03-14 20:08:37
308,BT,Allison Davis,TzqyQTQjZGeLZuJqlLaQ,TSLA,Tesla,Z3-7369428A,2345.370889052,132.0,2020-03-15 06:59:53
309,BT,Allison Davis,TzqyQTQjZGeLZuJqlLaQ,FB,Facebook,D2-1841276D,1573.3,90.0,2020-03-15 10:11:12
310,TN,Tony Hoffman,vHakrmHtTDvuKvIcxniB,TSLA,Tesla,M9-0396308W,2027.5,267.0,2020-03-15 10:16:00
311,SZ,Blake Martin,WVcMKILUHtBkEahrPLrG,AMZN,Amazon,C1-8618819n,2029.11,281.0,2020-03-15 18:44:50
312,KM,John Nguyen,JyfwFVYySnPCaLuQIazT,FB,Facebook,X3-2409424y,1672.134624582306,143.0,2020-03-15 19:34:23
313,SZ,Blake Martin,WVcMKILUHtBkEahrPLrG,TSLA,Tesla,y2-2483442o,2228.8,223.0,2020-03-15 21:32:18
314,TV,Vanessa Green,MUVGtYHdeMdauAxzEJvt,AMZN,Amazon,R3-6211988E,2090.755,148.88715083798883,2020-03-15 21:34:35
315,NZ,Brittany Herring,pjjFIyeNTWRUWCuKoQSU,AMZN,Amazon,b1-1434938N,1792.661,65.0,2020-03-16 07:19:46
316,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,O1-5604385U,1992.9433722744286,237.0,2020-03-16 08:50:13
317,JP,Christine Baldwin,vDAqsRnDaMrcomXsosXG,FB,Facebook,z8-6297714q,1992.9433722744286,157.0,2020-03-16 10:08:00
318,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,k1-4297970p,2459.0,50.0,2020-03-16 12:12:33
319,CV,April Floyd,stOzTFyGrgJGPgVPVTJQ,FB,Facebook,Q1-1135095U,1685.6,256.0,2020-03-17 09:47:24
320,SZ,Blake Martin,WVcMKILUHtBkEahrPLrG,TSLA,Tesla,l1-7464696b,2418.7,129.0,2020-03-17 15:57:35
321,MK,Scott Thompson,sjAcfZksMRViIYdJRrnF,FB,Facebook,s1-1695625a,1650.40962,292.0,2020-03-17 18:46:20
322,MK,Scott Thompson,sjAcfZksMRViIYdJRrnF,FB,Facebook,B6-8549992L,2180.727,137.0,2020-03-17 19:54:10
323,KM,John Nguyen,JyfwFVYySnPCaLuQIazT,AMZN,Amazon,A6-1911072l,1621.34,148.88715083798883,2020-03-17 22:26:03
324,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,I9-2604188T,1992.9433722744286,148.88715083798883,2020-03-18 00:57:29
325,KP,Tonya Hernandez,wsdSKUxJgukcXlhktChZ,AMZN,Amazon,m6-73698J,2020.91874994,245.0,2020-03-18 02:20:29
326,NG,Crystal Garcia,goRcbvzSLJhZvFucyhbG,TSLA,Tesla,Y2-1478784m,1657.0,243.0,2020-03-18 06:12:22
327,RO,Lisa Brown,kBFQzPuESPIajAndSXpv,AMZN,Amazon,Y1-6943789s,1819.0,194.0,2020-03-18 14:22:48
328,LA,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,x3-4582878R,2077.0,51.0,2020-03-18 14:59:55
329,NZ,Brittany Herring,pjjFIyeNTWRUWCuKoQSU,TSLA,Tesla,k1-4297970p,2343.553,1.0,2020-03-18 17:23:26
330,GD,Kyle Blair,RNvnAvOpyEVAoNGnVZQU,TSLA,Tesla,L3-319363s,1911.0,196.0,2020-03-18 18:14:29
331,NZ,Brittany Herring,pjjFIyeNTWRUWCuKoQSU,AMZN,Amazon,Y5-6456126O,2182.7,171.0,2020-03-18 21:07:36
332,JP,Christine Baldwin,vDAqsRnDaMrcomXsosXG,AMZN,Amazon,w9-2504981A,2359.39339,214.0,2020-03-19 01:31:34
333,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,T8-2021276X,1673.101536,34.0,2020-03-19 03:11:08
334,NG,Crystal Garcia,goRcbvzSLJhZvFucyhbG,TSLA,Tesla,O1-3125044B,2203.403369,208.0,2020-03-19 05:08:23
335,KZ,Vicki Burgess,deTclcaRrihIYAUADJPN,AMZN,Amazon,C7-0894722J,1809.0,156.0,2020-03-19 05:12:18
336,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,s4-3617433Z,2453.2,283.0,2020-03-19 13:02:28
337,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,c1-2142239Z,1957.1,221.0,2020-03-19 14:03:46
338,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,g6-2382969o,1638.760868,238.0,2020-03-19 14:34:56
339,JP,Christine Baldwin,vDAqsRnDaMrcomXsosXG,AMZN,Amazon,u0-5843671X,2002.5,148.88715083798883,2020-03-20 04:11:46
340,KP,Tonya Hernandez,wsdSKUxJgukcXlhktChZ,AMZN,Amazon,p1-8739916p,2223.43893369,78.0,2020-03-20 09:36:07
341,RO,Lisa Brown,kBFQzPuESPIajAndSXpv,TSLA,Tesla,b3-2777568Z,1736.0,194.0,2020-03-20 13:17:36
342,BT,Allison Davis,TzqyQTQjZGeLZuJqlLaQ,AMZN,Amazon,g2-90716Y,1779.6378,148.0,2020-03-20 20:55:57
343,JP,Christine Baldwin,vDAqsRnDaMrcomXsosXG,AMZN,Amazon,S2-8127302G,1782.83463094,146.0,2020-03-21 07:53:14
344,CV,April Floyd,stOzTFyGrgJGPgVPVTJQ,TSLA,Tesla,T6-3341620l,1943.37,148.88715083798883,2020-03-21 15:23:11
345,SZ,Blake Martin,WVcMKILUHtBkEahrPLrG,FB,Facebook,d4-9275969k,2147.6553,202.0,2020-03-21 17:39:51
346,GT,Holly Simmons,puCpymcjBdurvfVyRYry,TSLA,Tesla,u9-4578591r,1992.9433722744286,167.0,2020-03-21 23:19:13
347,MK,Scott Thompson,sjAcfZksMRViIYdJRrnF,AMZN,Amazon,Y0-5253097T,1677.29947,148.88715083798883,2020-03-22 02:52:55
348,KM,John Nguyen,JyfwFVYySnPCaLuQIazT,AMZN,Amazon,r9-1633404A,2421.0,50.0,2020-03-22 03:40:00
349,CV,April Floyd,stOzTFyGrgJGPgVPVTJQ,TSLA,Tesla,k2-4989979y,1568.273,34.0,2020-03-22 04:03:06
350,RO,Lisa Brown,kBFQzPuESPIajAndSXpv,TSLA,Tesla,c5-800319b,2364.8,108.0,2020-03-22 06:35:55
351,KM,John Nguyen,JyfwFVYySnPCaLuQIazT,FB,Facebook,m8-6021263B,2387.0,281.0,2020-03-22 07:03:01
352,KM,John Nguyen,JyfwFVYySnPCaLuQIazT,FB,Facebook,i9-4105566o,2262.77,100.0,2020-03-22 22:21:17
353,TN,Tony Hoffman,vHakrmHtTDvuKvIcxniB,TSLA,Tesla,b4-4467759U,2098.8,11.0,2020-03-23 01:51:42
354,KP,Tonya Hernandez,wsdSKUxJgukcXlhktChZ,AMZN,Amazon,I2-7218705c,1631.73,284.0,2020-03-23 08:37:43
355,NZ,Brittany Herring,pjjFIyeNTWRUWCuKoQSU,TSLA,Tesla,k1-4297970p,2052.7707322,19.0,2020-03-23 13:09:57
356,MK,Scott Thompson,sjAcfZksMRViIYdJRrnF,AMZN,Amazon,H5-0345369t,1618.3372,223.0,2020-03-23 18:20:37
357,KP,Tonya Hernandez,wsdSKUxJgukcXlhktChZ,TSLA,Tesla,Q5-7827264y,1806.4,235.0,2020-03-24 03:28:14
358,RU,Jordan Walker,BJbHFDutYbbXjgkPWbwf,FB,Facebook,k1-4297970p,1502.0,167.0,2020-03-24 09:44:44
359,RU,Jordan Walker,BJbHFDutYbbXjgkPWbwf,AMZN,Amazon,N5-259105V,1640.3,273.0,2020-03-24 20:49:47
360,KZ,Vicki Burgess,deTclcaRrihIYAUADJPN,FB,Facebook,Z3-6642676G,2373.67,70.0,2020-03-25 00:44:02
361,LA,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,g7-2872947d,2332.0,85.0,2020-03-25 04:07:42
362,GD,Kyle Blair,RNvnAvOpyEVAoNGnVZQU,AMZN,Amazon,s3-4222671j,1961.84,293.0,2020-03-25 23:59:47
363,GD,Kyle Blair,RNvnAvOpyEVAoNGnVZQU,AMZN,Amazon,g6-5993828W,1838.0,148.88715083798883,2020-03-26 06:11:02
364,TV,Vanessa Green,MUVGtYHdeMdauAxzEJvt,AMZN,Amazon,R3-3164622T,1699.98,285.0,2020-03-26 08:46:50
365,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,L7-0893650W,2427.416,34.0,2020-03-26 13:29:11
366,MK,Scott Thompson,sjAcfZksMRViIYdJRrnF,FB,Facebook,m5-9199544G,2497.882,22.0,2020-03-26 14:11:58
367,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,f0-9982523j,2411.9,296.0,2020-03-26 14:41:02
368,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,FB,Facebook,o4-4204135K,1992.9433722744286,296.0,2020-03-26 15:12:35
369,NZ,Caitlyn Cruz,jDmYPxeqAWfCKCQCYFEx,FB,Facebook,V1-6589061p,1721.28,42.0,2020-03-26 15:51:49
370,TV,Vanessa Green,MUVGtYHdeMdauAxzEJvt,TSLA,Tesla,k1-4297970p,1842.92885,32.0,2020-03-26 16:01:01
371,NZ,Caitlyn Cruz,jDmYPxeqAWfCKCQCYFEx,AMZN,Amazon,o3-0661495u,1970.0,115.0,2020-03-26 17:38:30
372,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,TSLA,Tesla,d3-2254897H,2377.0,78.0,2020-03-27 02:07:16
373,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,g5-4697882Q,1992.9433722744286,170.0,2020-03-27 03:53:25
374,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,u1-8892578L,1628.71339507,36.0,2020-03-27 09:19:37
375,NZ,Brandon Berry,xIZVPeFzGRmMglPrQfhK,AMZN,Amazon,x6-9809075s,1761.9562588084,70.0,2020-03-27 14:58:42
376,GT,Holly Simmons,puCpymcjBdurvfVyRYry,TSLA,Tesla,Q8-0812209E,1992.9433722744286,185.0,2020-03-27 17:47:56
